Order Failure Reasons,Responsible Team,Whom to Assign,Reason
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BCOG does not exist in Chassis 36028 in global_bu_id 94,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BBSX does not exist in Chassis 38956 in global_bu_id 96,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BCOG does not exist in Chassis 36028 in global_bu_id 94,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BCOG does not exist in Chassis 36028 in global_bu_id 94,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-ALEJ does not exist in Chassis 32673 in global_bu_id 96,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AZZN does not exist in Chassis 38879 in global_bu_id 98,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BFIM does not exist in Chassis 36239 in global_bu_id 98,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDIF does not exist in Chassis 36110 in global_bu_id 90,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXUJ does not exist in Chassis 38478 in global_bu_id 96,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BCRG does not exist in Chassis 45045 in global_bu_id 471,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AYBB does not exist in Chassis 49497 in global_bu_id 629,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-38718 does not exist in Chassis 20053 in global_bu_id 249,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BBUG does not exist in Chassis 49882 in global_bu_id 269,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BCPU does not exist in Chassis 36049 in global_bu_id 90,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AYRD does not exist in Chassis 38747 in global_bu_id 96,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BCCE does not exist in Chassis 38974 in global_bu_id 96,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDGP does not exist in Chassis 45117 in global_bu_id 269,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AXWV does not exist in Chassis 38699 in global_bu_id 99,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-AWTI does not exist in Chassis 38581 in global_bu_id 96,OMEGA,Chandrika Halvi,
Inventory: Base SKU 210-BDZW does not exist in Chassis 45159 in global_bu_id 489,OMEGA,Chandrika Halvi,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
"IT Exception: No Base SKU found in the Tie 1
",OMCS,Uppuluri Harika,
Generic IT Exception: Order 1000025871 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025838 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025867 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025857 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025845 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025649 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025812 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025810 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025809 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025806 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025804 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025803 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025792 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025791 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025785 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025774 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025768 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025741 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025759 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025752 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025737 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025729 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025724 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025712 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025677 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025680 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025679 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000025372 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 294406515 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 294379183 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 294378888 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 294378870 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 294378862 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 630148826 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 630148808 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293828552 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000013541 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000013542 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 1000013533 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 300102981 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740120734 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740120732 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293799415 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740120730 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740120731 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740120725 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740118536 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293791453 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293791420 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293791370 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293791321 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293791263 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293790018 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789929 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789895 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789879 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789861 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789853 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789515 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789499 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789366 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117226 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117227 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117228 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117231 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117230 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117232 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117208 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293788103 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293789085 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740117073 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 400165258 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 400165257 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 400165256 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293788947 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293788939 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293788897 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116879 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116859 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116874 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116861 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116864 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116858 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740116849 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 400165236 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740113235 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293766315 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293766281 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765978 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765952 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765663 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765655 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765465 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765424 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765309 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765267 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765630 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765218 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765234 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293765168 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764450 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764443 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764435 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764401 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764385 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764377 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764369 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764351 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764344 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293764336 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740099287 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740099287 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740085009 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087241 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087241 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740098247 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740098227 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740098181 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740098180 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740098157 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740098141 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 400165139 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087793 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097897 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097882 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097865 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097846 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097798 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097546 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097371 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293510242 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097660 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097699 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097639 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740097595 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087793 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087241 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087793 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087793 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740087793 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 740096505 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293504294 can't be booked.,OMEGA,Marcos Martini,
Generic IT Exception: Order 293490494 can't be booked.,OMEGA,Marcos Martini,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000003 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Org Contact error: Column object_id must have a value.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Create Party Site error: Column party_id must have a value.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
There was the API Creating customer account error: Value for category_code must be a value defined in lookup type CUSTOMER_CATEGORY.,CIL,Suresh Krishna,
There was the API Create Cust Account Site error: No party site was found for ID null.,CIL,Suresh Krishna,
"Unexpected error while inserting Sub status 1000001 into extention table for Customer x_cust_account_id = , x_cust_acct_site_id = .",CIL,Suresh Krishna,
There was the API Create Cust Site Use error: No customer account site was found for ID null.,CIL,Suresh Krishna,
